,dates,Price
1931,2021-09-17,4432.99
1932,2021-09-20,4357.73
1933,2021-09-21,4354.19
1934,2021-09-22,4395.64
1935,2021-09-23,4448.98
1936,2021-09-24,4455.48
1937,2021-09-27,4443.11
1938,2021-09-28,4352.63
1939,2021-09-29,4359.46
1940,2021-09-30,4307.54
1941,2021-10-01,4357.04
1942,2021-10-04,4300.46
1943,2021-10-05,4345.72
1944,2021-10-06,4363.55
1945,2021-10-07,4399.76
1946,2021-10-08,4391.34
1947,2021-10-11,4361.19
1948,2021-10-12,4350.65
1949,2021-10-13,4363.8
1950,2021-10-14,4438.26
1951,2021-10-15,4471.37
1952,2021-10-18,4486.46
1953,2021-10-19,4519.63
1954,2021-10-20,4536.19
1955,2021-10-21,4549.78
1956,2021-10-22,4544.9
1957,2021-10-25,4566.48
1958,2021-10-26,4574.79
1959,2021-10-27,4551.68
1960,2021-10-28,4596.42
1961,2021-10-29,4605.38
1962,2021-11-01,4613.67
1963,2021-11-02,4630.65
1964,2021-11-03,4660.57
1965,2021-11-04,4680.06
1966,2021-11-05,4697.53
1967,2021-11-08,4701.7
1968,2021-11-09,4685.25
1969,2021-11-10,4646.71
1970,2021-11-11,4649.27
1971,2021-11-12,4682.85
1972,2021-11-15,4682.8
1973,2021-11-16,4700.9
1974,2021-11-17,4688.67
1975,2021-11-18,4704.54
1976,2021-11-19,4697.96
1977,2021-11-22,4682.94
1978,2021-11-23,4690.7
1979,2021-11-24,4701.46
1980,2021-11-26,4594.62
1981,2021-11-29,4655.27
1982,2021-11-30,4567.0
1983,2021-12-01,4513.04
1984,2021-12-02,4577.1
1985,2021-12-03,4538.43
1986,2021-12-06,4591.67
1987,2021-12-07,4686.75
1988,2021-12-08,4701.21
1989,2021-12-09,4667.45
1990,2021-12-10,4712.02
1991,2021-12-13,4668.97
1992,2021-12-14,4634.09
1993,2021-12-15,4706.82
1994,2021-12-16,4668.67
1995,2021-12-17,4620.64
1996,2021-12-20,4568.02
1997,2021-12-21,4649.23
1998,2021-12-22,4696.56
1999,2021-12-23,4725.79
2000,2021-12-27,4791.19
2001,2021-12-28,4786.35
2002,2021-12-29,4793.06
2003,2021-12-30,4778.73
2004,2021-12-31,4766.18
2005,2022-01-03,4796.56
2006,2022-01-04,4807.39
2007,2022-01-05,4700.58
2008,2022-01-06,4696.05
2009,2022-01-07,4677.03
2010,2022-01-10,4670.29
2011,2022-01-11,4713.07
2012,2022-01-12,4726.35
2013,2022-01-13,4659.03
2014,2022-01-14,4662.85
2015,2022-01-18,4577.11
2016,2022-01-19,4532.76
2017,2022-01-20,4482.73
2018,2022-01-21,4397.94
2019,2022-01-24,4410.13
2020,2022-01-25,4356.45
2021,2022-01-26,4349.93
2022,2022-01-27,4326.51
2023,2022-01-28,4431.85
2024,2022-01-31,4515.55
2025,2022-02-01,4548.72
2026,2022-02-02,4589.38
2027,2022-02-03,4477.44
2028,2022-02-04,4500.53
2029,2022-02-07,4483.87
2030,2022-02-08,4521.54
2031,2022-02-09,4587.18
2032,2022-02-10,4504.08
2033,2022-02-11,4418.64
2034,2022-02-14,4401.67
2035,2022-02-15,4471.07
2036,2022-02-16,4475.01
2037,2022-02-17,4380.26
2038,2022-02-18,4348.87
2039,2022-02-22,4304.76
2040,2022-02-23,4225.5
2041,2022-02-24,4288.7
2042,2022-02-25,4384.65
2043,2022-02-28,4373.94
2044,2022-03-01,4306.26
2045,2022-03-02,4386.54
2046,2022-03-03,4363.49
2047,2022-03-04,4328.87
2048,2022-03-07,4201.09
2049,2022-03-08,4170.7
2050,2022-03-09,4277.88
2051,2022-03-10,4259.52
2052,2022-03-11,4204.31
2053,2022-03-14,4173.11
2054,2022-03-15,4262.45
2055,2022-03-16,4357.86
2056,2022-03-17,4411.67
2057,2022-03-18,4463.12
2058,2022-03-21,4461.18
2059,2022-03-22,4511.61
2060,2022-03-23,4456.24
2061,2022-03-24,4520.16
2062,2022-03-25,4543.06
2063,2022-03-28,4575.52
2064,2022-03-29,4631.6
2065,2022-03-30,4602.45
2066,2022-03-31,4530.41
2067,2022-04-01,4545.86
2068,2022-04-04,4582.64
2069,2022-04-05,4525.12
2070,2022-04-06,4481.15
2071,2022-04-07,4500.21
2072,2022-04-08,4488.28
2073,2022-04-11,4412.53
2074,2022-04-12,4397.45
2075,2022-04-13,4446.59
2076,2022-04-14,4392.59
2077,2022-04-18,4391.69
2078,2022-04-19,4462.21
2079,2022-04-20,4459.45
2080,2022-04-21,4393.66
2081,2022-04-22,4271.78
2082,2022-04-25,4296.12
2083,2022-04-26,4175.2
2084,2022-04-27,4183.96
2085,2022-04-28,4287.5
2086,2022-04-29,4131.93
2087,2022-05-02,4155.38
2088,2022-05-03,4175.48
2089,2022-05-04,4300.17
2090,2022-05-05,4146.87
2091,2022-05-06,4123.34
2092,2022-05-09,3991.24
2093,2022-05-10,4001.05
2094,2022-05-11,3935.18
2095,2022-05-12,3930.08
2096,2022-05-13,4023.89
2097,2022-05-16,4008.01
2098,2022-05-17,4088.85
2099,2022-05-18,3923.68
2100,2022-05-19,3900.79
2101,2022-05-20,3901.36
2102,2022-05-23,3973.75
2103,2022-05-24,3941.48
2104,2022-05-25,3978.73
2105,2022-05-26,4057.84
2106,2022-05-27,4158.24
2107,2022-05-31,4132.15
2108,2022-06-01,4101.23
2109,2022-06-02,4176.82
2110,2022-06-03,4108.54
2111,2022-06-06,4121.43
2112,2022-06-07,4160.68
2113,2022-06-08,4115.77
2114,2022-06-09,4017.82
2115,2022-06-10,3900.86
2116,2022-06-13,3749.63
2117,2022-06-14,3735.48
2118,2022-06-15,3789.99
2119,2022-06-16,3666.77
2120,2022-06-17,3674.84
2121,2022-06-21,3764.79
2122,2022-06-22,3759.89
2123,2022-06-23,3795.73
2124,2022-06-24,3911.74
2125,2022-06-27,3900.11
2126,2022-06-28,3821.55
2127,2022-06-29,3818.83
2128,2022-06-30,3785.38
2129,2022-07-01,3825.33
2130,2022-07-05,3831.39
2131,2022-07-06,3845.08
2132,2022-07-07,3902.62
2133,2022-07-08,3899.38
2134,2022-07-11,3854.43
2135,2022-07-12,3818.8
2136,2022-07-13,3801.78
2137,2022-07-14,3790.38
2138,2022-07-15,3863.16
2139,2022-07-18,3830.85
2140,2022-07-19,3936.69
2141,2022-07-20,3959.9
2142,2022-07-21,3998.95
2143,2022-07-22,3961.63
2144,2022-07-25,3966.84
2145,2022-07-26,3921.05
2146,2022-07-27,4023.61
2147,2022-07-28,4072.43
2148,2022-07-29,4130.29
2149,2022-08-01,4118.63
2150,2022-08-02,4091.19
2151,2022-08-03,4155.17
2152,2022-08-04,4151.94
2153,2022-08-05,4145.19
2154,2022-08-08,4140.06
2155,2022-08-09,4122.47
2156,2022-08-10,4210.24
2157,2022-08-11,4207.27
2158,2022-08-12,4280.15
2159,2022-08-15,4297.14
2160,2022-08-16,4305.2
2161,2022-08-17,4274.04
2162,2022-08-18,4283.74
2163,2022-08-19,4228.48
2164,2022-08-22,4137.99
2165,2022-08-23,4128.73
2166,2022-08-24,4140.77
2167,2022-08-25,4199.12
2168,2022-08-26,4057.66
2169,2022-08-29,4030.61
2170,2022-08-30,3986.16
2171,2022-08-31,3955.0
2172,2022-09-01,3966.85
2173,2022-09-02,3924.26
2174,2022-09-06,3908.19
2175,2022-09-07,3979.87
2176,2022-09-08,4006.18
2177,2022-09-09,4067.36
2178,2022-09-12,4110.41
2179,2022-09-13,3932.69
2180,2022-09-14,3946.01
2181,2022-09-15,3901.35
2182,2022-09-16,3873.33
2183,2022-09-19,3896.84
2184,2022-09-20,3855.93
2185,2022-09-21,3789.93
2186,2022-09-22,3757.99
2187,2022-09-23,3693.23
2188,2022-09-26,3655.04
2189,2022-09-27,3647.29
2190,2022-09-28,3719.04
2191,2022-09-29,3640.47
2192,2022-09-30,3585.62
2193,2022-10-03,3678.43
2194,2022-10-04,3790.93
2195,2022-10-05,3783.28
2196,2022-10-06,3744.52
2197,2022-10-07,3639.66
2198,2022-10-10,3612.39
2199,2022-10-11,3588.84
2200,2022-10-12,3577.03
2201,2022-10-13,3669.91
2202,2022-10-14,3583.07
2203,2022-10-17,3677.95
2204,2022-10-18,3719.98
2205,2022-10-19,3695.16
2206,2022-10-20,3665.78
2207,2022-10-21,3752.75
2208,2022-10-24,3797.34
2209,2022-10-25,3859.11
2210,2022-10-26,3830.6
2211,2022-10-27,3807.3
2212,2022-10-28,3901.06
2213,2022-10-31,3871.98
2214,2022-11-01,3856.1
2215,2022-11-02,3759.69
2216,2022-11-03,3719.89
2217,2022-11-04,3770.55
2218,2022-11-07,3806.8
2219,2022-11-08,3828.11
2220,2022-11-09,3748.57
2221,2022-11-10,3956.37
2222,2022-11-11,3992.93
2223,2022-11-14,3957.25
2224,2022-11-15,3991.73
2225,2022-11-16,3961.78
2226,2022-11-17,3944.89
2227,2022-11-18,3965.34
2228,2022-11-21,3949.94
2229,2022-11-22,4003.58
2230,2022-11-23,4027.26
2231,2022-11-25,4026.12
2232,2022-11-28,3963.94
2233,2022-11-29,3957.63
2234,2022-11-30,4080.11
2235,2022-12-01,4076.57
2236,2022-12-02,4071.7
2237,2022-12-05,3998.82
2238,2022-12-06,3941.26
2239,2022-12-07,3933.92
2240,2022-12-08,3963.51
2241,2022-12-09,3934.38
2242,2022-12-12,3990.56
2243,2022-12-13,4019.65
2244,2022-12-14,3995.32
2245,2022-12-15,3895.75
2246,2022-12-16,3852.36
2247,2022-12-19,3817.66
2248,2022-12-20,3821.62
2249,2022-12-21,3875.76
2250,2022-12-22,3822.39
2251,2022-12-23,3844.82
2252,2022-12-27,3829.25
2253,2022-12-28,3783.22
